cluster_id,cluster_type,role,section_header,sector,policy_statement,parent_statement,verbatim_text,extraction_rationale,policy_type,parent_policy_name,validation_result,confidence_score,validation_reasoning,final_verdict,has_quantifiable_target,has_timeline,has_binding_mechanism,has_spatial_specificity,weak_language_detected,strong_language_detected,initiative_name,initiative_result,confidence_score_init,coverage_score,coherence_score,aggregate_measurability,has_implementation_pathway,inherited_binding_mechanism,inherited_spatial_scope,subs_strong,subs_moderate,subs_weak,final_verdict_init,initiative_reasoning,trace_type,trace_id,trace_path,sub_index,sub_action_label,sub_strength,sub_has_quantifiable_target,sub_has_timeline,sub_is_concrete_action
15,parent_with_subs,parent,Pillar 4 | Strategy 1. 100% clean renewable energy,Energy,"Pillar 4 Strategy 1: Achieve 100% clean renewable energy via aggregation of regional clean energy, installing renewables on City property, and reaching community-wide 100% clean renewable energy by 2035.",,"4 Drive equitable development of Chicago's cleanenergy future | 1. 100%clean renewable energy | A. Aggregate 5,000 megawatts of clean renewable energy within a 250-mile radius of Chicago by 2030 B. Install 30 megawatts of clean renewable energy projects on City property by 2030 C. Achieve 100%clean renewable energy community-wide by 2035",Named strategy with multiple quantified targets and dates.,parent,,,,,,,,,,,,Pillar 4 | Strategy 1. 100% clean renewable energy,SOUND,0.9,0.9,0.95,Yes,Yes,No,Yes,3.0,0.0,0.0,True,"This initiative aims to transition Chicago to 100% clean renewable energy by setting near-term supply/deployment milestones (5,000 MW aggregated regionally and 30 MW installed on City property by 2030) and a long-term community-wide endpoint (100% by 2035). Sub-action strength count: 3 strong, 0 moderate, 0 weak. The parent text establishes spatial/institutional scope (Chicago; 250-mile radius; City property; community-wide) but does not provide an explicit binding mechanism, so enforcement is not clearly inherited. Coverage is high because the sub-actions span regional procurement/aggregation, municipal deployment, and the community-wide target; coherence is high because the 2030 milestones logically support the 2035 endpoint and are not redundant. Applying the initiative soundness rule: coverage_score (0.9) >= 0.6, coherence_score (0.95) >= 0.5, aggregate_measurability is Yes, at least half the subs are strong/moderate (all are strong), and at least one sub is strong (yes) → initiative_result = SOUND, and with confidence_score 0.9 the final_verdict is True.",initiative,init:Pillar 4 | Strategy 1. 100% clean renewable energy:parent,outputs/policy_pipeline_v4/traces/initiative_parent_sub_traces.jsonl,,,,,,
15,parent_with_subs,sub,Pillar 4 | Strategy 1. 100% clean renewable energy,Energy,"Aggregate 5,000 megawatts of clean renewable energy within a 250-mile radius of Chicago by 2030.","Pillar 4 Strategy 1: Achieve 100% clean renewable energy via aggregation of regional clean energy, installing renewables on City property, and reaching community-wide 100% clean renewable energy by 2035.","A. Aggregate 5,000 megawatts of clean renewable energy within a 250-mile radius of Chicago by 2030",Lettered action with quantified MW target and deadline.,sub,1. 100%clean renewable energy,,,,,,,,,,,Pillar 4 | Strategy 1. 100% clean renewable energy,SOUND,0.9,0.9,0.95,Yes,Yes,No,Yes,3.0,0.0,0.0,True,"This initiative aims to transition Chicago to 100% clean renewable energy by setting near-term supply/deployment milestones (5,000 MW aggregated regionally and 30 MW installed on City property by 2030) and a long-term community-wide endpoint (100% by 2035). Sub-action strength count: 3 strong, 0 moderate, 0 weak. The parent text establishes spatial/institutional scope (Chicago; 250-mile radius; City property; community-wide) but does not provide an explicit binding mechanism, so enforcement is not clearly inherited. Coverage is high because the sub-actions span regional procurement/aggregation, municipal deployment, and the community-wide target; coherence is high because the 2030 milestones logically support the 2035 endpoint and are not redundant. Applying the initiative soundness rule: coverage_score (0.9) >= 0.6, coherence_score (0.95) >= 0.5, aggregate_measurability is Yes, at least half the subs are strong/moderate (all are strong), and at least one sub is strong (yes) → initiative_result = SOUND, and with confidence_score 0.9 the final_verdict is True.",initiative,init:Pillar 4 | Strategy 1. 100% clean renewable energy:sub:1,outputs/policy_pipeline_v4/traces/initiative_parent_sub_traces.jsonl,1.0,"Action 1: Aggregate 5,000 megawatts of clean renewable energy within a 250-mile radius of Chicago by 2030.",strong,Yes,Yes,Yes
15,parent_with_subs,sub,Pillar 4 | Strategy 1. 100% clean renewable energy,Energy,Install 30 megawatts of clean renewable energy projects on City property by 2030.,"Pillar 4 Strategy 1: Achieve 100% clean renewable energy via aggregation of regional clean energy, installing renewables on City property, and reaching community-wide 100% clean renewable energy by 2035.",B. Install 30 megawatts of clean renewable energy projects on City property by 2030,Lettered action with quantified MW target and deadline.,sub,1. 100%clean renewable energy,,,,,,,,,,,Pillar 4 | Strategy 1. 100% clean renewable energy,SOUND,0.9,0.9,0.95,Yes,Yes,No,Yes,3.0,0.0,0.0,True,"This initiative aims to transition Chicago to 100% clean renewable energy by setting near-term supply/deployment milestones (5,000 MW aggregated regionally and 30 MW installed on City property by 2030) and a long-term community-wide endpoint (100% by 2035). Sub-action strength count: 3 strong, 0 moderate, 0 weak. The parent text establishes spatial/institutional scope (Chicago; 250-mile radius; City property; community-wide) but does not provide an explicit binding mechanism, so enforcement is not clearly inherited. Coverage is high because the sub-actions span regional procurement/aggregation, municipal deployment, and the community-wide target; coherence is high because the 2030 milestones logically support the 2035 endpoint and are not redundant. Applying the initiative soundness rule: coverage_score (0.9) >= 0.6, coherence_score (0.95) >= 0.5, aggregate_measurability is Yes, at least half the subs are strong/moderate (all are strong), and at least one sub is strong (yes) → initiative_result = SOUND, and with confidence_score 0.9 the final_verdict is True.",initiative,init:Pillar 4 | Strategy 1. 100% clean renewable energy:sub:2,outputs/policy_pipeline_v4/traces/initiative_parent_sub_traces.jsonl,2.0,Action 2: Install 30 megawatts of clean renewable energy projects on City property by 2030.,strong,Yes,Yes,Yes
15,parent_with_subs,sub,Pillar 4 | Strategy 1. 100% clean renewable energy,Energy,Achieve 100% clean renewable energy community-wide by 2035.,"Pillar 4 Strategy 1: Achieve 100% clean renewable energy via aggregation of regional clean energy, installing renewables on City property, and reaching community-wide 100% clean renewable energy by 2035.",C. Achieve 100%clean renewable energy community-wide by 2035,Lettered action with 100% target and deadline.,sub,1. 100%clean renewable energy,,,,,,,,,,,Pillar 4 | Strategy 1. 100% clean renewable energy,SOUND,0.9,0.9,0.95,Yes,Yes,No,Yes,3.0,0.0,0.0,True,"This initiative aims to transition Chicago to 100% clean renewable energy by setting near-term supply/deployment milestones (5,000 MW aggregated regionally and 30 MW installed on City property by 2030) and a long-term community-wide endpoint (100% by 2035). Sub-action strength count: 3 strong, 0 moderate, 0 weak. The parent text establishes spatial/institutional scope (Chicago; 250-mile radius; City property; community-wide) but does not provide an explicit binding mechanism, so enforcement is not clearly inherited. Coverage is high because the sub-actions span regional procurement/aggregation, municipal deployment, and the community-wide target; coherence is high because the 2030 milestones logically support the 2035 endpoint and are not redundant. Applying the initiative soundness rule: coverage_score (0.9) >= 0.6, coherence_score (0.95) >= 0.5, aggregate_measurability is Yes, at least half the subs are strong/moderate (all are strong), and at least one sub is strong (yes) → initiative_result = SOUND, and with confidence_score 0.9 the final_verdict is True.",initiative,init:Pillar 4 | Strategy 1. 100% clean renewable energy:sub:3,outputs/policy_pipeline_v4/traces/initiative_parent_sub_traces.jsonl,3.0,Action 3: Achieve 100% clean renewable energy community-wide by 2035.,strong,Yes,Yes,Yes
16,parent_with_subs,parent,Pillar 4 | Strategy 2. Enable building and personal vehicle electrification,Buildings,"Pillar 4 Strategy 2: Enable building and personal vehicle electrification with policy support for electrified renovations/new construction and electrification targets across building types, plus expanded EV charging infrastructure.",,4 Drive equitable development of Chicago's cleanenergy future | 2. Enable buildingand personal vehicle electrification | A. Enact policies that support electrified renovations and newconstruction by 2023 B. Electrify 30%oftotal existing residential buildings by 2035 C. Electrify 20%oftotal existing industrial buildings by 2035 D. Electrify 10%of total existing commercial buildings by 2035 E. Electrify 90%oftotal existing City-owned buildings by 2035,Named strategy with multiple lettered actions and deadlines; includes regulatory/policy commitments and quantified electrification targets.,parent,,,,,,,,,,,,Pillar 4 | Strategy 2. Enable building and personal vehicle electrification,SOUND,0.78,0.65,0.75,Yes,Yes,No,No,4.0,1.0,0.0,True,"This initiative aims to enable electrification of buildings (and per the title, personal vehicles) by pairing near-term policy support with mid-term electrification outcome targets. Sub-action strength mix: 4 strong (Actions 2–5: clear % electrification by 2035) and 1 moderate (Action 1: concrete policy adoption by 2023 but no quantified outcome). The parent text does not supply an explicit binding mechanism or formal spatial scope; nevertheless, the quantified targets and deadlines make the cluster trackable. Coverage is good for building electrification across key segments, but it does not include any sub-actions on EV charging/personal vehicle electrification mentioned in the parent framing, lowering coverage to 0.65 rather than higher. Coherence is high because the actions align (policy first, then adoption targets) with consistent timelines and no contradictions. Applying the initiative soundness rule: coverage_score (0.65) >= 0.6, coherence_score (0.75) >= 0.5, aggregate_measurability = Yes, at least half of subs are strong/moderate (5/5), and at least one is strong (multiple). Therefore the initiative is SOUND and worth keeping.",initiative,init:Pillar 4 | Strategy 2. Enable building and personal vehicle electrification:parent,outputs/policy_pipeline_v4/traces/initiative_parent_sub_traces.jsonl,,,,,,
16,parent_with_subs,sub,Pillar 4 | Strategy 2. Enable building and personal vehicle electrification,Buildings,Enact policies that support electrified renovations and new construction by 2023.,"Pillar 4 Strategy 2: Enable building and personal vehicle electrification with policy support for electrified renovations/new construction and electrification targets across building types, plus expanded EV charging infrastructure.",A. Enact policies that support electrified renovations and newconstruction by 2023,Lettered action with deadline and explicit policy mechanism.,sub,2. Enable buildingand personal vehicle electrification,,,,,,,,,,,Pillar 4 | Strategy 2. Enable building and personal vehicle electrification,SOUND,0.78,0.65,0.75,Yes,Yes,No,No,4.0,1.0,0.0,True,"This initiative aims to enable electrification of buildings (and per the title, personal vehicles) by pairing near-term policy support with mid-term electrification outcome targets. Sub-action strength mix: 4 strong (Actions 2–5: clear % electrification by 2035) and 1 moderate (Action 1: concrete policy adoption by 2023 but no quantified outcome). The parent text does not supply an explicit binding mechanism or formal spatial scope; nevertheless, the quantified targets and deadlines make the cluster trackable. Coverage is good for building electrification across key segments, but it does not include any sub-actions on EV charging/personal vehicle electrification mentioned in the parent framing, lowering coverage to 0.65 rather than higher. Coherence is high because the actions align (policy first, then adoption targets) with consistent timelines and no contradictions. Applying the initiative soundness rule: coverage_score (0.65) >= 0.6, coherence_score (0.75) >= 0.5, aggregate_measurability = Yes, at least half of subs are strong/moderate (5/5), and at least one is strong (multiple). Therefore the initiative is SOUND and worth keeping.",initiative,init:Pillar 4 | Strategy 2. Enable building and personal vehicle electrification:sub:1,outputs/policy_pipeline_v4/traces/initiative_parent_sub_traces.jsonl,1.0,Action 1: Enact policies that support electrified renovations and new construction by 2023.,moderate,No,Yes,Yes
16,parent_with_subs,sub,Pillar 4 | Strategy 2. Enable building and personal vehicle electrification,Buildings,Electrify 30% of total existing residential buildings by 2035.,"Pillar 4 Strategy 2: Enable building and personal vehicle electrification with policy support for electrified renovations/new construction and electrification targets across building types, plus expanded EV charging infrastructure.",B. Electrify 30%oftotal existing residential buildings by 2035,Lettered action with quantified target and deadline.,sub,2. Enable buildingand personal vehicle electrification,,,,,,,,,,,Pillar 4 | Strategy 2. Enable building and personal vehicle electrification,SOUND,0.78,0.65,0.75,Yes,Yes,No,No,4.0,1.0,0.0,True,"This initiative aims to enable electrification of buildings (and per the title, personal vehicles) by pairing near-term policy support with mid-term electrification outcome targets. Sub-action strength mix: 4 strong (Actions 2–5: clear % electrification by 2035) and 1 moderate (Action 1: concrete policy adoption by 2023 but no quantified outcome). The parent text does not supply an explicit binding mechanism or formal spatial scope; nevertheless, the quantified targets and deadlines make the cluster trackable. Coverage is good for building electrification across key segments, but it does not include any sub-actions on EV charging/personal vehicle electrification mentioned in the parent framing, lowering coverage to 0.65 rather than higher. Coherence is high because the actions align (policy first, then adoption targets) with consistent timelines and no contradictions. Applying the initiative soundness rule: coverage_score (0.65) >= 0.6, coherence_score (0.75) >= 0.5, aggregate_measurability = Yes, at least half of subs are strong/moderate (5/5), and at least one is strong (multiple). Therefore the initiative is SOUND and worth keeping.",initiative,init:Pillar 4 | Strategy 2. Enable building and personal vehicle electrification:sub:2,outputs/policy_pipeline_v4/traces/initiative_parent_sub_traces.jsonl,2.0,Action 2: Electrify 30% of total existing residential buildings by 2035.,strong,Yes,Yes,Yes
16,parent_with_subs,sub,Pillar 4 | Strategy 2. Enable building and personal vehicle electrification,Buildings,Electrify 20% of total existing industrial buildings by 2035.,"Pillar 4 Strategy 2: Enable building and personal vehicle electrification with policy support for electrified renovations/new construction and electrification targets across building types, plus expanded EV charging infrastructure.",C. Electrify 20%oftotal existing industrial buildings by 2035,Lettered action with quantified target and deadline.,sub,2. Enable buildingand personal vehicle electrification,,,,,,,,,,,Pillar 4 | Strategy 2. Enable building and personal vehicle electrification,SOUND,0.78,0.65,0.75,Yes,Yes,No,No,4.0,1.0,0.0,True,"This initiative aims to enable electrification of buildings (and per the title, personal vehicles) by pairing near-term policy support with mid-term electrification outcome targets. Sub-action strength mix: 4 strong (Actions 2–5: clear % electrification by 2035) and 1 moderate (Action 1: concrete policy adoption by 2023 but no quantified outcome). The parent text does not supply an explicit binding mechanism or formal spatial scope; nevertheless, the quantified targets and deadlines make the cluster trackable. Coverage is good for building electrification across key segments, but it does not include any sub-actions on EV charging/personal vehicle electrification mentioned in the parent framing, lowering coverage to 0.65 rather than higher. Coherence is high because the actions align (policy first, then adoption targets) with consistent timelines and no contradictions. Applying the initiative soundness rule: coverage_score (0.65) >= 0.6, coherence_score (0.75) >= 0.5, aggregate_measurability = Yes, at least half of subs are strong/moderate (5/5), and at least one is strong (multiple). Therefore the initiative is SOUND and worth keeping.",initiative,init:Pillar 4 | Strategy 2. Enable building and personal vehicle electrification:sub:3,outputs/policy_pipeline_v4/traces/initiative_parent_sub_traces.jsonl,3.0,Action 3: Electrify 20% of total existing industrial buildings by 2035.,strong,Yes,Yes,Yes
16,parent_with_subs,sub,Pillar 4 | Strategy 2. Enable building and personal vehicle electrification,Buildings,Electrify 10% of total existing commercial buildings by 2035.,"Pillar 4 Strategy 2: Enable building and personal vehicle electrification with policy support for electrified renovations/new construction and electrification targets across building types, plus expanded EV charging infrastructure.",D. Electrify 10%of total existing commercial buildings by 2035,Lettered action with quantified target and deadline.,sub,2. Enable buildingand personal vehicle electrification,,,,,,,,,,,Pillar 4 | Strategy 2. Enable building and personal vehicle electrification,SOUND,0.78,0.65,0.75,Yes,Yes,No,No,4.0,1.0,0.0,True,"This initiative aims to enable electrification of buildings (and per the title, personal vehicles) by pairing near-term policy support with mid-term electrification outcome targets. Sub-action strength mix: 4 strong (Actions 2–5: clear % electrification by 2035) and 1 moderate (Action 1: concrete policy adoption by 2023 but no quantified outcome). The parent text does not supply an explicit binding mechanism or formal spatial scope; nevertheless, the quantified targets and deadlines make the cluster trackable. Coverage is good for building electrification across key segments, but it does not include any sub-actions on EV charging/personal vehicle electrification mentioned in the parent framing, lowering coverage to 0.65 rather than higher. Coherence is high because the actions align (policy first, then adoption targets) with consistent timelines and no contradictions. Applying the initiative soundness rule: coverage_score (0.65) >= 0.6, coherence_score (0.75) >= 0.5, aggregate_measurability = Yes, at least half of subs are strong/moderate (5/5), and at least one is strong (multiple). Therefore the initiative is SOUND and worth keeping.",initiative,init:Pillar 4 | Strategy 2. Enable building and personal vehicle electrification:sub:4,outputs/policy_pipeline_v4/traces/initiative_parent_sub_traces.jsonl,4.0,Action 4: Electrify 10% of total existing commercial buildings by 2035.,strong,Yes,Yes,Yes
16,parent_with_subs,sub,Pillar 4 | Strategy 2. Enable building and personal vehicle electrification,Buildings,Electrify 90% of total existing City-owned buildings by 2035.,"Pillar 4 Strategy 2: Enable building and personal vehicle electrification with policy support for electrified renovations/new construction and electrification targets across building types, plus expanded EV charging infrastructure.",E. Electrify 90%oftotal existing City-owned buildings by 2035,Lettered action with quantified target and deadline.,sub,2. Enable buildingand personal vehicle electrification,,,,,,,,,,,Pillar 4 | Strategy 2. Enable building and personal vehicle electrification,SOUND,0.78,0.65,0.75,Yes,Yes,No,No,4.0,1.0,0.0,True,"This initiative aims to enable electrification of buildings (and per the title, personal vehicles) by pairing near-term policy support with mid-term electrification outcome targets. Sub-action strength mix: 4 strong (Actions 2–5: clear % electrification by 2035) and 1 moderate (Action 1: concrete policy adoption by 2023 but no quantified outcome). The parent text does not supply an explicit binding mechanism or formal spatial scope; nevertheless, the quantified targets and deadlines make the cluster trackable. Coverage is good for building electrification across key segments, but it does not include any sub-actions on EV charging/personal vehicle electrification mentioned in the parent framing, lowering coverage to 0.65 rather than higher. Coherence is high because the actions align (policy first, then adoption targets) with consistent timelines and no contradictions. Applying the initiative soundness rule: coverage_score (0.65) >= 0.6, coherence_score (0.75) >= 0.5, aggregate_measurability = Yes, at least half of subs are strong/moderate (5/5), and at least one is strong (multiple). Therefore the initiative is SOUND and worth keeping.",initiative,init:Pillar 4 | Strategy 2. Enable building and personal vehicle electrification:sub:5,outputs/policy_pipeline_v4/traces/initiative_parent_sub_traces.jsonl,5.0,Action 5: Electrify 90% of total existing City-owned buildings by 2035.,strong,Yes,Yes,Yes
17,individual,individual,Pillar 4 | Strategy 2. Enable building and personal vehicle electrification,Transport,"Enable 2,500 new public passenger electric vehicle charging stations by 2035.",,"Enable 2,500 new public passenger electric vehicle charging stations by 2035",Quantified infrastructure target with deadline; presented as an action in the narrative table and action text.,individual,,VALID,0.83,"Quantifiable target: '2,500 new public passenger electric vehicle charging stations' is a measurable outcome (count of stations). Timeline: 'by 2035' provides an explicit deadline/year. Binding mechanism: no enforceable instrument is cited (no 'mandate/require/ordinance/regulation'); the verb 'Enable' suggests facilitation rather than a legal requirement. Spatial specificity: applies to 'public passenger' charging stations (public-facing scope), though it does not name a particular jurisdiction beyond this public context. Weak language: 'Enable' indicates non-binding/aspirational facilitation without specifying enforcement. Strong language: no mandate-like verbs with hard requirements are present. STRICT VALID RULE: passes because it is an auditable deliverable and meets the gold standard (timeline=Yes and quantifiable_target=Yes); language-strength condition is satisfied via gold-standard specificity even though weak language is present and no binding mechanism is shown.",True,Yes,Yes,No,Yes,Yes,No,Pillar 4 | Strategy 2. Enable building and personal vehicle electrification,SOUND,0.78,0.65,0.75,Yes,Yes,No,No,4.0,1.0,0.0,True,"This initiative aims to enable electrification of buildings (and per the title, personal vehicles) by pairing near-term policy support with mid-term electrification outcome targets. Sub-action strength mix: 4 strong (Actions 2–5: clear % electrification by 2035) and 1 moderate (Action 1: concrete policy adoption by 2023 but no quantified outcome). The parent text does not supply an explicit binding mechanism or formal spatial scope; nevertheless, the quantified targets and deadlines make the cluster trackable. Coverage is good for building electrification across key segments, but it does not include any sub-actions on EV charging/personal vehicle electrification mentioned in the parent framing, lowering coverage to 0.65 rather than higher. Coherence is high because the actions align (policy first, then adoption targets) with consistent timelines and no contradictions. Applying the initiative soundness rule: coverage_score (0.65) >= 0.6, coherence_score (0.75) >= 0.5, aggregate_measurability = Yes, at least half of subs are strong/moderate (5/5), and at least one is strong (multiple). Therefore the initiative is SOUND and worth keeping.",individual,ind:17,outputs/policy_pipeline_v4/traces/individual_policy_traces.jsonl,,,,,,
18,parent_with_subs,parent,Pillar 4 | Strategy 3. Align building codes and standards with climate best practices,Buildings,"Pillar 4 Strategy 3: Align building codes and standards with climate best practices, including strengthening policies for green roofs/walls and enabling net-zero-carbon construction.",,"4 Drive equitable development of Chicago's cleanenergy future | 3. Align building codes and standards with climate best practices | A. Strengthen policies that support installation of green roofs and walls, tree planting, and other vegetative cover by 2023 B. Enable net-zero-carbon construction by 2040",Named strategy with lettered actions and deadlines.,parent,,,,,,,,,,,,Pillar 4 | Strategy 3. Align building codes and standards with climate best practices,WEAK,0.6,0.55,0.75,No,Yes,No,No,0.0,0.0,2.0,False,"1) Aim: align Chicago building codes/standards with climate best practices through green roof/wall/vegetation supportive policies and net-zero-carbon construction enabling actions. 2) Sub-action strength count: 0 strong, 0 moderate, 2 weak (both have timelines but lack quantifiable outcomes and read as enabling/process-level). 3) Parent inheritance: the parent header does not state an ordinance/regulatory mandate or explicit citywide scope; therefore weak subs are not lifted by inherited binding or scope context. 4) Coverage/coherence: coverage is moderate because the subs reflect the two themes named in the parent, but they do not specify the concrete code changes or measurable endpoints; coherence is fairly good because the actions are directionally consistent and staged (2023 vs 2040). 5) Soundness rule: fails PARTIAL because there is no measurable target (only deadlines) and all subs are weak; therefore the initiative is WEAK.",initiative,init:Pillar 4 | Strategy 3. Align building codes and standards with climate best practices:parent,outputs/policy_pipeline_v4/traces/initiative_parent_sub_traces.jsonl,,,,,,
18,parent_with_subs,sub,Pillar 4 | Strategy 3. Align building codes and standards with climate best practices,Buildings,"Strengthen policies that support installation of green roofs and walls, tree planting, and other vegetative cover by 2023.","Pillar 4 Strategy 3: Align building codes and standards with climate best practices, including strengthening policies for green roofs/walls and enabling net-zero-carbon construction.","A. Strengthen policies that support installation of green roofs and walls, tree planting, and other vegetative cover by 2023",Lettered action with explicit deadline.,sub,3. Align building codes and standards with climate best practices,,,,,,,,,,,Pillar 4 | Strategy 3. Align building codes and standards with climate best practices,WEAK,0.6,0.55,0.75,No,Yes,No,No,0.0,0.0,2.0,False,"1) Aim: align Chicago building codes/standards with climate best practices through green roof/wall/vegetation supportive policies and net-zero-carbon construction enabling actions. 2) Sub-action strength count: 0 strong, 0 moderate, 2 weak (both have timelines but lack quantifiable outcomes and read as enabling/process-level). 3) Parent inheritance: the parent header does not state an ordinance/regulatory mandate or explicit citywide scope; therefore weak subs are not lifted by inherited binding or scope context. 4) Coverage/coherence: coverage is moderate because the subs reflect the two themes named in the parent, but they do not specify the concrete code changes or measurable endpoints; coherence is fairly good because the actions are directionally consistent and staged (2023 vs 2040). 5) Soundness rule: fails PARTIAL because there is no measurable target (only deadlines) and all subs are weak; therefore the initiative is WEAK.",initiative,init:Pillar 4 | Strategy 3. Align building codes and standards with climate best practices:sub:1,outputs/policy_pipeline_v4/traces/initiative_parent_sub_traces.jsonl,1.0,"Action 1: Strengthen policies supporting green roofs/walls, tree planting, and vegetative cover (by 2023)",weak,No,Yes,No
18,parent_with_subs,sub,Pillar 4 | Strategy 3. Align building codes and standards with climate best practices,Buildings,Enable net-zero-carbon construction by 2040.,"Pillar 4 Strategy 3: Align building codes and standards with climate best practices, including strengthening policies for green roofs/walls and enabling net-zero-carbon construction.",B. Enable net-zero-carbon construction by 2040,Lettered action with explicit deadline.,sub,3. Align building codes and standards with climate best practices,,,,,,,,,,,Pillar 4 | Strategy 3. Align building codes and standards with climate best practices,WEAK,0.6,0.55,0.75,No,Yes,No,No,0.0,0.0,2.0,False,"1) Aim: align Chicago building codes/standards with climate best practices through green roof/wall/vegetation supportive policies and net-zero-carbon construction enabling actions. 2) Sub-action strength count: 0 strong, 0 moderate, 2 weak (both have timelines but lack quantifiable outcomes and read as enabling/process-level). 3) Parent inheritance: the parent header does not state an ordinance/regulatory mandate or explicit citywide scope; therefore weak subs are not lifted by inherited binding or scope context. 4) Coverage/coherence: coverage is moderate because the subs reflect the two themes named in the parent, but they do not specify the concrete code changes or measurable endpoints; coherence is fairly good because the actions are directionally consistent and staged (2023 vs 2040). 5) Soundness rule: fails PARTIAL because there is no measurable target (only deadlines) and all subs are weak; therefore the initiative is WEAK.",initiative,init:Pillar 4 | Strategy 3. Align building codes and standards with climate best practices:sub:2,outputs/policy_pipeline_v4/traces/initiative_parent_sub_traces.jsonl,2.0,Action 2: Enable net-zero-carbon construction (by 2040),weak,No,Yes,No
19,parent_with_subs,parent,Pillar 4 | Strategy 4. Decommission fossil power,Energy,Pillar 4 Strategy 4: Decommission fossil power by developing a fossil-fuel plants transition strategy by 2024.,,4 Drive equitable development of Chicago's cleanenergy future | 4. Decommission fossil power | A. Develop a fossil-fuel plants transition strategy by 2024,Named strategy with at least one time-bound action; structured as strategy/action.,parent,,,,,,,,,,,,Pillar 4 | Strategy 4. Decommission fossil power,PARTIAL,0.58,0.5,0.7,No,No,No,No,0.0,1.0,0.0,True,"1) This initiative aims to decommission fossil power by first producing a fossil-fuel plants transition strategy by 2024. 2) Sub-action strength mix: 0 strong, 1 moderate, 0 weak (the action is concrete and time-bound but not outcome-quantified). 3) The parent text does not provide an enforceable mechanism (ordinance/regulation) or explicit spatial scope that would strengthen or clarify implementation expectations for the sub-action. 4) Coverage is partial (0.5) because writing a strategy is only an enabling step toward decommissioning and omits retirement/closure and replacement milestones; coherence is decent (0.7) because the single action aligns with the parent without conflict. 5) Applying the soundness rule: it cannot be SOUND because aggregate_measurability is 'No' and there is no strong sub-action; it meets PARTIAL because coverage_score >= 0.4 and there is at least one moderate action with a clear deadline (2024), indicating a non-aspirational planning commitment.",initiative,init:Pillar 4 | Strategy 4. Decommission fossil power:parent,outputs/policy_pipeline_v4/traces/initiative_parent_sub_traces.jsonl,,,,,,
19,parent_with_subs,sub,Pillar 4 | Strategy 4. Decommission fossil power,Energy,Develop a fossil-fuel plants transition strategy by 2024.,Pillar 4 Strategy 4: Decommission fossil power by developing a fossil-fuel plants transition strategy by 2024.,A. Develop a fossil-fuel plants transition strategy by 2024,Lettered action with explicit deadline.,sub,4. Decommission fossil power,,,,,,,,,,,Pillar 4 | Strategy 4. Decommission fossil power,PARTIAL,0.58,0.5,0.7,No,No,No,No,0.0,1.0,0.0,True,"1) This initiative aims to decommission fossil power by first producing a fossil-fuel plants transition strategy by 2024. 2) Sub-action strength mix: 0 strong, 1 moderate, 0 weak (the action is concrete and time-bound but not outcome-quantified). 3) The parent text does not provide an enforceable mechanism (ordinance/regulation) or explicit spatial scope that would strengthen or clarify implementation expectations for the sub-action. 4) Coverage is partial (0.5) because writing a strategy is only an enabling step toward decommissioning and omits retirement/closure and replacement milestones; coherence is decent (0.7) because the single action aligns with the parent without conflict. 5) Applying the soundness rule: it cannot be SOUND because aggregate_measurability is 'No' and there is no strong sub-action; it meets PARTIAL because coverage_score >= 0.4 and there is at least one moderate action with a clear deadline (2024), indicating a non-aspirational planning commitment.",initiative,init:Pillar 4 | Strategy 4. Decommission fossil power:sub:1,outputs/policy_pipeline_v4/traces/initiative_parent_sub_traces.jsonl,1.0,Action 1: Develop a fossil-fuel plants transition strategy by 2024.,moderate,No,Yes,Yes
20,parent_with_subs,parent,Pillar 4 | Strategy 5. Enable interconnection and storage,Energy,"Pillar 4 Strategy 5: Enable interconnection and storage by ensuring 150 MW of energy storage by 2025 and expanding energy demand reduction targets (1,000 MW by 2030; 3,000 MW by 2040).",,"4 Drive equitable development of Chicago's cleanenergy future | 5. Enable interconnection | A. Ensure 150 megawatts of energy storage by 2025 B. Encourage 1,000 megawattsofnewenergydemand reduction by 2030, and 3,000 megawatts by 2040","Named strategy with multiple quantified, time-bound actions.",parent,,,,,,,,,,,,Pillar 4 | Strategy 5. Enable interconnection and storage,SOUND,0.78,0.85,0.9,Yes,No,No,No,2.0,0.0,0.0,True,"This initiative aims to enable interconnection and storage by delivering specified amounts of energy storage and demand reduction by set years. Sub-action strengths: 2 strong, 0 moderate, 0 weak—each includes a concrete outcome, numeric target(s), and a timeline. The parent text does not provide an enforceable binding mechanism or a clear spatial scope that sub-actions can inherit, so the plan’s main limitation is the absence of an explicit delivery mechanism or accountable implementer. Coverage is high because the subs match the parent’s stated targets directly; coherence is high because storage and demand reduction are complementary grid resources with consistent milestone years. Applying the initiative soundness rule: coverage_score (0.85) >= 0.6, coherence_score (0.9) >= 0.5, aggregate_measurability = Yes, at least half of subs are strong/moderate (2/2), and at least one sub is strong (yes) → SOUND. Confidence is moderate-high given clear measurability but limited implementation detail.",initiative,init:Pillar 4 | Strategy 5. Enable interconnection and storage:parent,outputs/policy_pipeline_v4/traces/initiative_parent_sub_traces.jsonl,,,,,,
